Concept name,Concept categories,Concept literal,Language
"bariatric surgery","","weight loss surgery","en"
"bariatric surgery","","weightlosssurgery","en"
"agroecology","","agroecology","en"
"excess lead","","excess lead","en"
"public awareness","","public awareness","en"
"public awareness","","public cognisance","en"
"public awareness","","public cognizance","en"
"public awareness","","public consciousness","en"
"public awareness","","public knowingness","en"
"public awareness","","public sentience","en"
"listeria outbreak","","listeria contamination","en"
"listeria outbreak","","listeria eruption","en"
"listeria outbreak","","listeria infection","en"
"listeria outbreak","","listeria irruption","en"
"listeria outbreak","","listeria outbreak","en"
"listeria outbreak","","listeria pollution","en"
"listeria outbreak","","listeria taint","en"
"market leader","","market leader","en"
"fake coffee","","fake coffee","en"
"ketogenic diet","","ketogenic diet","en"
"ketogenic diet","","ketogenic dieting","en"
"ketogenic diet","","ketogenicdiet","en"
"oxfam","","oxfam","en"
"less money","","less money","en"
"food flavouring","","food flavorer","en"
"food flavouring","","food flavoring","en"
"food flavouring","","food flavourer","en"
"food flavouring","","food flavouring","en"
"food flavouring","","food seasoner","en"
"food flavouring","","food seasoning","en"
"local food system","","local food system","en"
"share price","","share price","en"
"share price","","shareprice","en"
"chobani","","chobani","en"
"big organic","Industry","big organic","en"
"DHA","","DHA","en"
"DHA","","Docosahexaenoic acid","en"
"coexistence","","coexistence","en"
"school cafeteria","","school cafeteria","en"
"school cafeteria","","schoolhouse cafeteria","en"
"foodstagram","","foodstagram","en"
"excess consumption","","excess consumption","en"
"excess consumption","","excess ingestion","en"
"excess consumption","","excess intake","en"
"excess consumption","","excess usance","en"
"excess consumption","","excess use","en"
"excess consumption","","excessive consumption","en"
"excess consumption","","excessive ingestion","en"
"excess consumption","","excessive intake","en"
"excess consumption","","excessive usance","en"
"excess consumption","","excessive use","en"
"potential benefit","","potential benefit","en"
"oil spill","","oil spill","en"
"oil spill","","oilspill","en"
"joanna blythman","Influencer; PF Influencer","Joanna Blythman","en"
"joanna blythman","Influencer; PF Influencer","JoannaBlythman","en"
"joanna blythman","Influencer; PF Influencer","joanna blythman","en"
"organic meat","Meat","organic meat","en"
"frito","","frito","en"
"kale chip","","kale chip","en"
"interesting read","","interesting read","en"
"interesting read","","interestingread","en"
"hand washing","","hand washing","en"
"hand washing","","handhygiene","en"
"hand washing","","handwashing","en"
"hand washing","","iwashmyhands","en"
"bill nye","","bill nye","en"
"bill nye","","billnye","en"
"industrialization","","industrialisation","en"
"industrialization","","industrialization","en"
"raw honey","","raw honey","en"
"raw honey","","rawhoney","en"
"market forecast","","market forecast","en"
"Academy of Nutrition and Dietetics","","Academy of Nutrition and Dietetics","en"
"savoury snack","","savoury bite","en"
"savoury snack","","savoury snack","en"
"human life","","human life","en"
"modern food","Food; Processed Food; PF instance (generic)","modern food","en"
"loss plan","","loss plan","en"
"early death","","early death","en"
"early death","","early demise","en"
"early death","","early destruction","en"
"animal test","","animal test","en"
"animal test","","animal testing","en"
"animal test","","animaltesting","en"
"trade agreement","","trade agreement","en"
"trade agreement","","tradeagreement","en"
"Warren Buffett","","Warren Buffett","en"
"Warren Buffett","","WarrenBuffett","en"
"gluten free diet","","gluten free diet","en"
"gluten free diet","","gluten free dieting","en"
"measles","","measles","en"
"measles","","morbilli","en"
"measles","","rubeola","en"
"power outage","","power outage","en"
"power outage","","poweroutage","en"
"Chetan Bhagat","Influencer; PF Influencer","Chetan Bhagat","en"
"Chetan Bhagat","Influencer; PF Influencer","bhagat","en"
"Chetan Bhagat","Influencer; PF Influencer","chetan","en"
"Chetan Bhagat","Influencer; PF Influencer","chetan_bhagat","en"
"memory loss","","memory issue","en"
"memory loss","","memory loss","en"
"memory loss","","memoryloss","en"
"memory loss","","remembering issue","en"
"memory loss","","retentiveness issue","en"
"memory loss","","retentivity issue","en"
"processed cheese","Food; Processed Food; PF instance (specific)","processed cheese","en"
"water quality","","water quality","en"
"water quality","","waterquality","en"
"GAO","","GAO","en"
"GAO","","Government Accountability Office","en"
"weight control","","weight control","en"
"monsanto roundup","","monsanto roundup","en"
"proper nutrition","","proper aliment","en"
"proper nutrition","","proper alimentation","en"
"proper nutrition","","proper nourishment","en"
"proper nutrition","","proper nutriment","en"
"proper nutrition","","proper nutrition","en"
"proper nutrition","","proper sustenance","en"
"proper nutrition","","proper victuals","en"
"proper nutrition","","propernutrition","en"
"homeopathy","","homeopathy","en"
"fast food hack","","fast food hack","en"
"fast food hack","","fast food hacks","en"
"cheesy food","Food; Processed Food; PF instance (generic)","cheese food","en"
"cheesy food","Food; Processed Food; PF instance (generic)","cheesy food","en"
"inactivity","","inactivity","en"
"dairy milk","","dairy milk","en"
"dairy milk","","dairymilk","en"
"extended period","","extended period","en"
"tuberculosis","","tuberculosis","en"
"central bank","","central bank","en"
"central bank","","centralbank","en"
"seralini","","seralini","en"
"business practice","","business practice","en"
"schizophrenia","","schizophrenia","en"
"flu vaccine","","flu vaccine","en"
"flu vaccine","","fluvaccine","en"
"flu vaccine","","grippe vaccine","en"
"flu vaccine","","influenza vaccine","en"
"federal trade commission","","federal trade commission","en"
"federal trade commission","","federaltradecommission","en"
"cold storage","","cold storage","en"
"irritable bowel syndrome","","irritable bowel","en"
"irritable bowel syndrome","","irritable bowel syndrome","en"
"irritable bowel syndrome","","irritablebowelsyndrome","en"
"food game","","food game","en"
"meat cancer","Disease / Condition; Cancer","meat cancer","en"
"meat cancer","Disease / Condition; Cancer","meat-caused cancer","en"
"meat cancer","Disease / Condition; Cancer","processed meat cancer","en"
"meat cancer","Disease / Condition; Cancer","red meat cancer","en"
"united state department of agriculture","","united state department of agriculture","en"
"gluten intolerance","Food; Gluten","gluten intolerance","en"
"gluten intolerance","Food; Gluten","glutenintolerance","en"
"laksa","","laksa","en"
"recombinant","","recombinant","en"
"carbonate drink","","carbonate beverage","en"
"carbonate drink","","carbonate drink","en"
"drug test","","drug test","en"
"noodle brand","","noodle brand","en"
"Mark Bittman","Influencer; PF Influencer","Mark Bittman","en"
"Mark Bittman","Influencer; PF Influencer","MarkBittman","en"
"Mark Bittman","Influencer; PF Influencer","bittman","en"
"kid meal","","kid meal","en"
"organic milk","","organic milk","en"
"organic milk","","organicmilk","en"
"critical importance","","critical importance","en"
"critical importance","","paramount importance","en"
"financial institution","","financial institution","en"
"financial institution","","financialinstitution","en"
"organ damage","","organ damage","en"
"organ damage","","organ harm","en"
"organ damage","","organ hurt","en"
"organ damage","","organ impairment","en"
"organ damage","","organ injury","en"
"organ damage","","organ scathe","en"
"organ damage","","organ trauma","en"
"katz","","katz","en"
"food myth","","food myth","en"
"food myth","","foodmyths","en"
"consumer safety","","consumer safety","en"
"final rule","","final rule","en"
"final rule","","finalrule","en"
"small intestine","","small bowel","en"
"small intestine","","small gut","en"
"small intestine","","small intestine","en"
"small intestine","","smallintestine","en"
"wheat grass","","wheat grass","en"
"sprawl","","sprawl","en"
"bank of america","","bank of america","en"
"bank of america","","bankofamerica","en"
"newt gingrich","","gingrich","en"
"newt gingrich","","newt gingrich","en"
"Corn Flakes","","Corn Flakes","en"
"Corn Flakes","","Nestle Corn Flakes","en"
"Corn Flakes","","Nestlé Corn Flakes","en"
"Corn Flakes","","corn flake","en"
"yoni freedhoff","Influencer; PF Influencer","Yoni Freedhoff","en"
"yoni freedhoff","Influencer; PF Influencer","YoniFreedhoff","en"
"yoni freedhoff","Influencer; PF Influencer","yoni freedhoff","en"
"philanthropy","","philanthropy","en"
"personally identifiable information","","personally identifiable information","en"
"genentech","","genentech","en"
"time magazine","","time magazine","en"
"epa","","epa","en"
"fake meat","","fake meat","en"
"Friskies","Brand; Nestle brand","Friskies","en"
"Friskies","Brand; Nestle brand","Nestle Friskies","en"
"Friskies","Brand; Nestle brand","Nestlé Friskies","en"
"food economy","","food economy","en"
"mark hyman","","Dr Hyman","en"
"mark hyman","","Dr. Hyman","en"
"mark hyman","","Mark Hyman","en"
"mark hyman","","drhymanchat","en"
"mark hyman","","drmark","en"
"mark hyman","","mark hyman","en"
"mark hyman","","markhyman","en"
"mark hyman","","markhymanmd","en"
"Diabetes management","","Diabetes management","en"
"Diabetes management","","Diabetes managing","en"
"Diabetes management","","Glycemia managing","en"
"Diabetes management","","Glycemic managing","en"
"Diabetes management","","Glycoemia managing","en"
"Diabetes management","","Insulin managing","en"
"Diabetes management","","managing Diabetes","en"
"Diabetes management","","managing Glycemia","en"
"Diabetes management","","managing Glycemic","en"
"Diabetes management","","managing Glycoemia","en"
"Diabetes management","","managing Insulin","en"
"criminal investigation","","criminal investigation","en"
"oily fish","","oily fish","en"
"oily fish","","oilyfish","en"
"refined grain","","refined cereal","en"
"refined grain","","refined grain","en"
"pet food company","","pet food company","en"
"front group","","front group","en"
"vandana shiva","Influencer; PF Influencer","Dr Shiva","en"
"vandana shiva","Influencer; PF Influencer","Dr. Shiva","en"
"vandana shiva","Influencer; PF Influencer","Vandana Shiva","en"
"vandana shiva","Influencer; PF Influencer","drvandanashiva","en"
"vandana shiva","Influencer; PF Influencer","vandana shiva","en"
"vandana shiva","Influencer; PF Influencer","vandanashiva","en"
"kaur badal","","Kaur Badal","en"
"kaur badal","","KaurBadal","en"
"kaur badal","","badal","en"
"kaur badal","","kaur","en"
"kaur badal","","kaur badal","en"
"mondelez","Industry; Company","mondelez","en"
"salt sugar fat","PF Ingredient; salt","salt sugar fat","en"
"salt sugar fat","PF Ingredient; salt","salt, sugar, fat","en"
"salt sugar fat","PF Ingredient; salt","saltsugarfat","en"
"salt sugar fat","PF Ingredient; salt","saltsugfat","en"
"beverage company","","beverage company","en"
"beverage company","","drink company","en"
"false advertising","","false advertisement","en"
"false advertising","","false advertising","en"
"BMJ","","BMJ","en"
"images of food","","image of food","en"
